,address,categories,city,country,latitude,longitude,name,postalCode,province,reviews.date,reviews.dateAdded,reviews.doRecommend,reviews.id,reviews.rating,reviews.text,reviews.title,reviews.userCity,reviews.username,reviews.userProvince
23291,1657 Cambridge St,Hotels,Cambridge,US,42.374972,-71.11040799999999,A Bed & Breakfast In Cambridge,2138,MA,2015-07-24T00:00:00Z,2016-11-03T22:07:49Z,,,4.0,"A nice BB really close to Harvard Square. A little confusing getting there if your walking (very little to no street signs) but ultimately a call to the BB saved me from wondering around. Quiet neighborhood, bed was comfortable and bathroom was good considering that this is a very old building so keep that in mind. This is not the Marriot but it is a nice place to rest after a long day on a plane. The innkeeper (Byron) was very nice and helpful. I didn't stay for the breakfast opting for a bowl of cereal instead due to a busy schedule. Overall a good BB experience and I would definitely come back if I'm ever in the area. Thank you. A.G.",Bed & Breakfast Stay,,A Traveler,
28886,2607 Atlantic Ave,Hotels,Virginia Beach,US,36.85497235,-75.97641885,Holiday Inn Express Hotel and Suites Va Beach Oceanfront,23451,VA,2015-10-25T00:00:00Z,2016-10-30T21:12:22Z,,,9.2,"If i have to say anything, they need to clean the air vents in the rooms. This was my first time staying at holiday Inn, i have nothing negative to say, my stay was absolutely wonderful from the time i approached the front desk until the time i left. Tim at the desk was great,he made sure i was happy with my room. The breakfast was very good,eggs,turkey sausage, Canadian bacon,sausage gravy, cereal, fruit etc,they have this neat pancake maker just push a button and out it comes. Overall a wonderful experience. I highly recommend this hotel.",wonderful stay!,Franklin,Rachelle,NJ
32527,12825 Ventura Blvd,Hotels,Studio City,US,34.144791,-118.41155,Sportsmen's Lodge,91604,CA,2016-06-26T00:00:00Z,2016-10-29T18:26:20Z,,,1.0,"Smelled Musty, shower floor had what looked like scabs that we rinsed out, wall by toilet was painted over what looked like buckling mold, beds were comfortable, tv was small and no movie rentals, noisy during day and into night, 70's vibe and perfume smell, they were not accommodating. Shuttle service was ridiculous so he told us take a taxi.",Not a good experience,,A Traveler,
29701,100 S 4th St,Hotels,Huntingdon,US,40.48387,-78.01093,Comfort Inn Huntingdon,16652,PA,2013-08-10T00:00:00Z,2016-11-15T19:34:28Z,,,5.0,"This hotel was great. It was clean, comfortable and well located. The staff members were friendly, helpful and well informed. Beds were super comfortable. Huntingdon is a depressing town. We were there at 5 p.m. on Saturday and hardly anything was open. The staff helped us find a place to eat where we could walk, which we appreciated after a long car ride. Comfort Inn was a bright spot .",Wonderful staff,Pittsburgh,Robin,PA
17799,1701 Us Highway 93 S,Hotels,Kalispell,US,48.18245,-114.30526,Fairbridge Inn,59901,MT,2015-06-08T00:00:00Z,2016-11-09T19:09:28Z,,,3.0,"The curtain was hanging off. The room was clean and okay for us for a couple of nights, but overall, it seemed to be a little run down.",Just okay.,,Leanne,
11777,135 Route 28,Hotels,West Yarmouth,US,41.657447,-70.261804,Tidewater Inn,2673,Yarmouth,2015-08-23T00:00:00Z,2016-10-27T18:54:12Z,,,4.0,Not far from the beach. The outside of the hotel is nice. One could sit by the water (not beach). There is a grill outside.,"Good location, nice surroundings.",Lancaster,A Traveler,VT
24219,4001 Closner Business 281,"Hotels,Budget Hotels,Hotels & Motels,Lodging",Edinburg,US,26.33373,-98.248491,Comfort Inn,78539,Lull,2016-08-09T00:00:00Z,2016-11-17T20:44:14Z,,,3.0,"Didn't know under construction, no pool and noisy....",under construction,Gig Harbor,A Traveler,TX
3583,5000 Central Ave,"Hotel,Hotels",Albuquerque,US,35.08376,-106.69323999999999,Desert Sands Motel,87108,NM,2011-12-06T00:00:00Z,2016-05-05T01:47:17Z,,,3.0,"It was really cheap. Quality not all that well, but not as dangerous as everybody says. Reallly nice for one night, but not for a long stay. day manager nicer but the night one a little creepy.","Cheap hotel, nice price",Albuquerque,Travelerlady444,NM
5984,3809 Crain Hwy,"American Restaurant,Restaurants,Hotels & Motels,Breakfast Spot,Wine Bar",Bowie,US,38.942771,-76.717039,Rips Country Inn,20716,South Bowie,2012-06-04T00:00:00Z,2017-02-11T02:08:04Z,,,,"The ""buffet"" here is a joke.",,,Antonio Wright,
15080,95 Route 17k,Hotels,Newburgh,US,41.505388,-74.073291,Howard Johnson Inn - Newburgh,12550-5009,NY,2014-06-21T00:00:00Z,2017-04-17T01:54:07Z,,,2.0,"If all you need is a bed late at night and nothing else, this is fine. And the internet signal was good. Rooms and bedsheets are feather worn and old. Bed not really comfy, but I was there just for a quick stop before a 7 AM flight so saw no other amenities",not much but OK,Weipa,A verified traveler,Evergreen park Illinois
31430,35 Via Pico Plz,Hotels,San Clemente,US,33.437538,-117.62173200000001,Holiday Inn Express San Clemente,92672,CA,2016-09-03T00:00:00Z,2016-10-31T23:19:52Z,,,3.0,Gentleman at the front desk was extremely helpful. Stayed two nights in an executive room. Called around 1-2pm to ensure my room100 was going to be cleaned. Was ensured it would be. Arrived at 10pm to dirty sheets and no clean towels. Disappointed a female at the front desk did not follow thru.,Disappointed,San Francisco,A Traveler,CA
30126,602 E 4th St,"Travel and Tourism,Hotels,Lodging,Hotel,Motels,Swimming Pools,Hotels & Motels",North Platte,US,41.13524203,-100.75665670000001,Americas Best Value Inn,69101,NE,2016-07-06T00:00:00Z,2015-11-06T12:00:33Z,,,4.0,"We arrived as tornado hit. Clerk issued our room right away so we could get in safe area. This America best value inn is just the opposite of horrible Las Vegas Smerican Bedt value inn. Has microwave, refrig and hair dryer plus HOT water .Darn only here for the night.",Tornado time,Edina,Mpmilitarymom,MN
7446,37611 Us Highway 19 N,Hotels,Palm Harbor,US,28.115090999999996,-82.739762,Vista Hotel On Lake Tarpon,34684,FL,2015-08-31T00:00:00Z,2016-11-02T00:13:31Z,,,4.0,Great hotel Courteous staff,"It's a dump. Tv didn't work, bugs uncomfy bed",,Joseph,
11357,741 E Washington St,"Cocktail Lounges,Restaurants,Hotels,Casinos,Lodging,Hotels Motels,Motels",Charles Town,US,39.293040000000005,-77.850866,Turf Motel,25414,WV,2015-10-24T00:00:00Z,2016-10-20T21:37:10Z,,,5.0,What a great value!! Had a excellent stay. Large room. free breakfast but was awful. Our room was smoke free but they offer smoking rooms. King bed slept great Had a awesome night sleep.. Free shuttle to casino runs every 15-20 mins .. This motel was great clean large rooms only bad thing was breakfast was awful but on opposite... More,Casino trip,New Market,Cutnqueen,VA
11998,7550 W State Road 84,Hotels,Fort Lauderdale,US,26.096485,-80.246321,Extended Stay America - Fort Lauderdale - Davie,33317,Plantation,2015-09-04T00:00:00Z,2016-11-15T21:42:05Z,,,4.0,Very good,Really good,,A Traveler,
19872,5500 28th St S E,Hotels,Grand Rapids,US,42.91294,-85.5323,Best Western Hospitality Hotel and Suites,49512,MI,2015-09-14T00:00:00Z,2016-11-02T00:15:09Z,,,4.0,"Very clean. Located by everything u might need. Pizza and Bran's next door, Meijer across the street, and right off the highway. The pool is huge and deep. The hot tub can hold 8 adults comfortable. Hotel is only mins from the airport. The down side, its a nice drive 2 downtown and the local night life if your looking... More",Very good night sleep,South Haven,ThePersianEmpire,IL
11126,301 Reserve Ave,"Luxury Hotels,Restaurants,Hotels & Motels,Lodging,Grill Restaurants,Meeting Facilities",Roanoke,US,37.256149,-79.947005,Cambria Hotel & Suites,24016,VA,2016-02-24T00:00:00Z,2016-10-13T13:22:03Z,,,2.0,We were very disappointed with this property. We chose it because of the good reviews but found the following issues: The pull out sofa bed was broken. The linen for the sofa bed were clearly used. The hotel surprisingly had thin walls and noise travels easily. The bathroom in the two room suite is located off the main room not... More,Hold your nose and go to the next hotel.,Pensacola,Ken L,FL
19478,265 N Millward,Hotels,Jackson,US,43.482859999999995,-110.76506,Anglers Inn,83001,Jackson Hole,2016-09-08T00:00:00Z,2017-03-15T23:04:51Z,,,3.0,"Nice room, excellent location for Tetons, terrible wifi speed.","Nice room, poor connection.",,A Traveler,
31697,450 Raynolds St,Hotels,El Paso,US,31.77634,-106.43274,Americas Best Value Inn - Medical Center/airport,79905,TX,2015-09-01T00:00:00Z,2016-11-21T15:58:38Z,,,3.0,"Couple staying 2 nights to see sights of El Paso. Hotel was great, newly refurbished rooms make the price seem really good. Breakfast not too bad, cereal, yoghurt, toasts etc. Big comfy bed with nice sheets, good Wifi, range of TV channels. Helpful and friendly staff. Would defo stay again.","Great hotel for the price, a must!",,victor,
25403,4420 Cleburne Blvd,Hotels,Dublin,US,37.072559999999996,-80.69685,Hampton Inn Dublin,24084,VA,2015-12-05T00:00:00Z,2016-11-11T17:16:59Z,,,1.0,"There are 2 other motels to choose from in the same area, unfortunately I made the wrong choice! I arrived in the late evening after a long drive from Florida, without a reservation. Front desk clerk said there were many rooms available, but evidently gave me the worst one! She was not able to find my HHonors membership and claimed... More","Should have been good, but it wasn't.",Montreal,JWings,AL
27741,4934 N W Loop 410,Hotels,San Antonio,US,29.487838,-98.583884,Fiesta Inn and Suites,78229,TX,2016-03-16T00:00:00Z,2016-11-06T21:15:05Z,,,1.0,Do your self a favor and don't stay here. I had a hard believing previews reviews and this place isn't even worth a one star. Horrible customer service and the place was completely gross. Roaches everywhere and dishonest front desk staff. The place is completely trashed on the outside by what looks like looks who stay there.,Stay away!,,A verified traveler,san Antonio tx
17698,404 S 44th St,Hotels,Mount Vernon,US,38.31069,-88.9489,Comfort Suites Mount Vernon,62864,Camp Ground,2016-04-01T00:00:00Z,2016-08-03T20:39:41Z,,,5.0,"After a long drive the comfort suites in Mount Vernon is well located, clean and comfortable and the breakfast wasn't bad. The staff were very friendly. We asked about staying with dogs and they are very dog friendly, so we're bringing the kids next time. Exactly what we needed in a hotel on the highway.",Great place to overnight,Bloomington,Daniel_CC9564SW,IN
18144,1020 University Pkwy,Hotels,Sarasota,US,27.381832,-82.549741,Springhill Suites By Marriott Sarasota Bradenton,34234,FL,2015-06-28T00:00:00Z,2016-06-21T04:25:09Z,,,1.0,Our room smelled like mold. We requested another room and the other one was worse as it smelled like mold and smoke. We met another couple in the elevator having the same experience. We moved to another hotel. Do not recommend this place. The location was the one in 1020 University Pkwy. in Sarasota,Mold in rooms,Pittsburgh,Indrid I,PA
18699,1701 N Moore Ave,"Wedding Receptions & Parties,Convention & Meeting Facilities & Services,Accommodation Reservations,Hotel & Motel Reservations,Extended Stay,Accommodations & Lodging,Lodging,Hotels Motels,Family-friendly Hotels,Conventions Conferences & Trade Shows,Hotels,Hotels & Motels,Weekend Getaway Hotels,Tourist Hotels,Motels",Moore,US,35.351797,-97.495296,Candlewood Suites Oklahoma City-moore,73160-3669,OK,2015-09-08T00:00:00Z,2017-04-02T18:04:32Z,,,5.0,"Very nice facilities. Had a bit of trouble getting wifi up and going, but the rooms are big and clean and the staff has been extremely helpful and friendly.",Clean Rooms but could do with a refurb,London,G S.,
15674,5200 Fashion Square Blvd,Hotels,Saginaw,US,43.48418,-83.96907,Fairfield Inn Saginaw,48604,MI,2014-08-04T00:00:00Z,2016-11-10T19:30:31Z,,,5.0,Was very happy with staff and location everything was in walking distance,Staff was very friendly,,A Traveler,
18398,1145 Hammond Dr N E,"Hotels,Hotel",Atlanta,US,33.918756,-84.3485,Fairfield Inn & Suites Atlanta Perimeter Center,30328,Atl,2015-12-07T00:00:00Z,2016-12-15T19:38:40Z,,,4.0,"Hotel was well located for us. Quiet road, with not to much traffic. Overall the hotel was fine and safe. Our room had a distinct odor, which wasn't great and could use updating. I think it may have been a smoking room at sometime and although it had probably been painted to odor was still there. :/ Breakfast was great and bed was really comfy. Price was good too. Would probably stay again but would ask for a different room because of the odor!!",Stay near Sandy Spring for Youth Soccer Tournament,,Big Nate,
32770,88 E Nationwide Blvd,Hotels,Columbus,US,39.969219,-82.999881,Drury Inn and Suites Columbus Convention Center,43215,OH,2016-06-06T00:00:00Z,2016-11-03T22:46:53Z,,,5.0,"I stayed here for one night in order to attend a conference at Columbus State the next day. Parking was easy and secure, the room was clean and nicely appointed, and the staff was friendly and helpful. I spent almost two hours enjoying the pool and hot tub, and later, the included dinner. I really enjoyed the free popcorn and... More",Great night...hope to return,Columbus,Kim J,WY
8961,2512 W Lincolnway,Hotels,Cheyenne,US,41.11915,-104.84949,Americas Best Value Inn,82001,WY,2016-06-02T00:00:00Z,2016-11-21T23:27:41Z,,,4.0,"We checked in late as planned. when we went to our room, we found someone already in the room we were assigned to. There were no deadbolts or safety locks on the doors, so we were able to just walk in. They did give us another room,and went along to make sure the new room was an empty room.",Perfect for a one night stay,,A Traveler,
23236,121 E Arrellaga St,Hotels,Santa Barbara,US,34.428888,-119.707704,Simpson House Inn,93101,CA,2015-07-16T00:00:00Z,2016-11-15T21:06:40Z,,,4.0,"My husband and I only stayed for one night. The hotel was very nice and clean. However, we did not know that the bathroom was not inside our room. It was across the hallway. Due to the fact that we arrived late at night, we did not ask to be changed to a different room. However, this set up was a little inconvenient for us...","Nice Bed and Breakfast in Santa Barbara, CA",Los Angeles,Lidia,CA
7933,200 S Coombs St,Hotels,Napa,US,38.283328999999995,-122.288533,Wine Valley Lodge,94559,CA,2016-08-07T00:00:00Z,2016-11-05T18:58:25Z,,,5.0,Room was great! Staff was friendly. Breakfast was truly a treat!,Napa Getaway,,cheri,
22934,225 Route 28,Hotels,West Yarmouth,US,41.655436,-70.256179,Bayside Resort Hotel,2673,Yarmouth,2016-07-08T00:00:00Z,2016-10-31T22:54:52Z,,,5.0,we booked this hotel sight unseen and were very happy with our choice. We were on the cape for a wedding and other members of the party told horror stories of hotels they had booked and walked away from because they were so poor. Bayside staff was extremely friendly and helpful. The hotel was spotless and the free breakfast had anything you could ask for. The indoor and outdoor pool areas were always clean and well kept. Very family oriented. I would definitely stay here again.,great family vacation.,,marjorie,
22117,6516 14th St W,Hotels,Bradenton,US,27.424069,-82.575539,Super 8 Bradenton Sarasota Area,34207,FL,2016-10-08T00:00:00Z,2016-11-03T15:32:28Z,,,4.0,The employees were friendly. The room was great for our needs. Clean and great location.,Great Stay,Winter Park,A Traveler,FL
34334,75 5888 Alii Dr,Hotels,Kailua Kona,US,19.629903,-155.988787,Castle Kona Reef,96740,HI,2015-02-10T00:00:00Z,2016-11-21T15:29:22Z,,,5.0,"Close to Kona Village shops right on the ocean every room has an ocean view or partial ocean view condo equipped with almost everything you need, including surf board and fins small beach park right beside the condo great grills beautiful pool and ocean viewing area restful.","Nice Condo, excellent location in Kona, HI",,Jane,
17168,400 E International Speedway Blvd,Hotels,Deland,US,29.054737,-81.297208,Comfort Inn Deland - Near University,32724,FL,2016-07-29T00:00:00Z,2016-10-30T20:13:10Z,,,5.0,Staff was very friendly and accommodating! Hotel was very clean,Good place in Deland,,A Traveler,
1981,7055 Minstrel Way,"Family-Friendly Hotels,Budget Hotels,Hotels & Motels,Business Hotels,Hotel,Tourist Hotels",Columbia,US,39.176128000000006,-76.847257,Springhill Suites Columbia,21046,MD,2015-12-15T00:00:00Z,2016-10-20T14:46:36Z,,,5.0,"Perfect Location for my husband getting to Baltimore or Va. for appointments as I must get to downtown Silver Spring or Rockville to teach a student. Staff is so friendly and helpful, design is sleek and comfortable and everything we need is right here. Need a restaurant, they will find one for you. Breakfast is perfect for getting our day... More","Springhill Suites is a Wonderful Stay for Business Stays/Comfortable,Clean, GREAT BREAKFAST by Edith to start the Day!",Columbia,RandyRosenblum,MD
17007,250 Pacific St,Hotels,Morro Bay,US,35.364612,-120.85115900000001,Best Western Plus San Marcos Inn,93442,CA,2015-07-12T00:00:00Z,2016-11-03T15:30:38Z,,,2.0,The room did not have air conditioning so the room got hot at night.,Too hot to rest,Asheville,Mary,NC
25111,7865 Perry Hwy,"Hotels,Hotels & Motels,Hotel",Erie,US,42.071304,-80.03911,Red Roof Inn Erie,16509-6642,PA,2015-10-14T00:00:00Z,2016-10-27T18:09:11Z,,,1.0,"From online photos we booked two nights here. Upon arrival, unhappy about the location...on a busy highway/intersection and McDonald's as the backyard neighbor. Still, we checked in as it was getting late. When we opened the door to our room we were met with such an overwhelming, disgusting smell that I immediately went to the lobby and cancelled. The front... More",Disappointed,Mays Landing,Donna Marie K,NJ
2451,1808 S Australian Ave,Hotels,West Palm Beach,US,26.697607,-80.072864,Doubletree By Hilton West Palm Beach Airport,33409,FL,2015-10-15T00:00:00Z,2016-11-16T02:50:03Z,,,4.0,The room was very clean and changed daily with all replenished. The service staff was friendly and approachable. The restaurant staff including bartenders and the FB Director/Exec Chef was always present and professional. The manager of the hotel personally thanked me for the stay and was gracious. A near perfect visit and will return again. I highly recommend in Palm... More,"Friendly Service, Clean and Modern Rooms and Restaurant",West Palm Beach,Laurence A,NY
22027,1161 W Washington Center Rd,Hotels,Fort Wayne,US,41.13243,-85.15651,Days Inn Fort Wayne,46825,IN,2016-05-12T00:00:00Z,2016-10-30T21:47:08Z,,,4.0,Recently stayed the Days Inn on Washington Center Road. Fabulous location and quiet property. Loved the breakfast and service was GREAT!!,"Excellent Location in Ft Wayne,IN",Toledo,Michael R,OH
41,Riviera San Nicol 11/a,Hotels,Mableton,US,45.421611,12.376187,Hotel Russo Palace,30126,GA,2015-07-14T00:00:00Z,2016-10-24T00:00:25Z,,,5.0,"Really enjoyed the stay, about a 10min walk to the main waterbus station. Had the perfect quiet location and staff were really friendly!!",Nice Hotel on the quiet part of Lido,,A Traveler,
25039,249 Route Nationale 20,Hotels,Portland,US,47.939428,1.892902,Inter-hotel Orl��ans Nord,45770,OH,2014-07-26T00:00:00Z,2016-10-27T18:34:11Z,,,4.0,"Very basic, No A/C. Very cheap though. We were very satisfied.",Ok for a sleep-over. Basic...,,A Traveler,
27938,625 W Rolling Meadows Dr,Hotels,Fond Du Lac,US,43.75521,-88.47649,Holiday Inn Fond Du Lac,54937,WI,2015-03-23T00:00:00Z,2016-11-06T18:16:40Z,,,4.0,"Great staff, great pool. Clean and comfortable. Just wish they had elevators. Me and hubby are getting older and to make several trips up and down the stairs carrying things was difficult. I know it's only 2 story hotel, but it sure felt like more. It would also be nice to have more signs pointing to the lobby and pool area. We were way down at the other end on the second floor and had a hard time finding the lobby.... we asked others we came in contact with and they said the same thing... they were looking for the way to the lobby also. A sign at every turn would be nice.","Nice, comfortable hotel",,A Traveler,Illinois
6197,457 Mountain Village Blvd,Hotels,Telluride,US,37.933273,-107.85086499999998,Mountain Lodge At Telluride - A Noble House Resort,81435,Pandora,2016-05-26T00:00:00Z,2016-11-16T04:20:44Z,,,5.0,"This hotel has everything, wonderful location with fantastic views the restaurant and lovely heated pool have a stunning view the staff are very friendly but also prodessional and there is a great atmosphere. My picky husband wanted apple pie for dessert which wasn't on the menu. The concierge went off to the local store to buy one, the chef heated... More",A Wonderful Experience.,Houston,Jill H,TX
34964,3024 Tv Rd,"Hotels,Lodging,Motels",Florence,US,34.26574,-79.73134,Americas Best Value Inn,29501-0710,SC,2014-06-04T00:00:00Z,2016-10-27T18:06:48Z,,,3.0,"Finding the location at first was a little difficult because the website says its on a different road than it actually is. Once we found it, we were put in a really smelly room (smelled like mold, was actually bug spray...) The staff, however, was really understanding and literally walked me all over the hotel to find a room I was comfortable with. Apparently, they have just renovated and the bug spray smell is very strong in some rooms. We found a room that smelled fine and enjoyed our stay. So, beginning of trip was a little rocky but the staff made the stay much better. Not sure if they had a complimentary breakfast because we left so early. Overall, if you need a quick, one night stay, this place is just fine.",Good for Emergency Stay,Waterloo,SarahW,NY
21214,6971 S Tucson Blvd,Hotels,Tucson,US,32.124926,-110.934519,Hampton Inn Tucson-airport,85756,Tuscon,2015-11-28T00:00:00Z,2016-10-31T20:24:02Z,,,4.0,"Remodeled and comfortable stay. Front desk was excellent. For the price we paid we felt it was a very good value. The breakfast is typical of a Hampton Inn and just right. Not too fancy, not too plain. Would stay again. The oranges are excellent on the trees outside. Not sure if you are supposed to eat them, but they were a perfect snack for our trip home.",Comfortable remodeled Rooms + orange trees outside,Phoenix,Nathan,AZ
18131,8917 W Hawk Ridge Rd,"Hotels,Lodging,Resorts,Bed & Breakfast & Inns",Coeur D Alene,US,47.66414,-116.90273,Cougar Crest Lodge,83814,ID,2011-07-03T00:00:00Z,2016-06-13T15:22:13Z,,,5.0,"The Cougar Crest was on the tail end of our honeymoon, and by the time we pulled up to the front gate, we'd had a harrowing skydiving experience and had been on the road for hours. It was exactly the relaxing stay we hoped for! First off, pulling up to the entrance is like sidling up to an exclusive ski... More","Decadent, relaxing, personal, perfect!!!",,erinpressonladd,
33247,1400 Roebuck Dr,Hotels,Meridian,US,32.350392,-88.691659,La Quinta Inn and Suites Meridian,39301,Meeham,2016-05-06T00:00:00Z,2016-11-16T03:54:39Z,,,4.0,"Stayed two nights. Older hotel with nice renovations updates for the price. Has indoor entry secured side entry which is important for women or families. Rooms on the smaller side. Beds were clean, white linens newer matresses, clean carpet. Pets were allowed but no flea issues. Do they have pet only rooms Halls had smoke odor but not in the room. Breakfast was high carb as expected, more than a continental though. Older part of town but just across from the new hotels. Staff was helpful and nice. Good value overall. I was suprised the pool was open early in May.","Pleasant experience, good value",,Joy,
15651,5200 Fashion Square Blvd,Hotels,Saginaw,US,43.48418,-83.96907,Fairfield Inn Saginaw,48604,MI,2015-10-07T00:00:00Z,2016-11-10T19:30:31Z,,,5.0,"Nice hotel, staff were the best I have interacted with in years. Accommodations were very clean.",A nice night,,James,
24665,3320 Mesa Rd,"Golf Courses - Private,Hotels,Resorts",Colorado Springs,US,38.88037,-104.8682,Garden of The Gods Club & Resort,80904-1036,CO,2015-08-05T00:00:00Z,2016-10-28T20:29:21Z,,,5.0,"Outstanding location in gorgeous Garden of the Gods. Close to loads of outdoor activities. Excellent staff, very comfortable bedding, nice bathroom layout to accommodate more than one person at a time (separate sink, toilet, shower), great pool, excellent (multiple) dining options. We really enjoyed our stay --- the overall feel is formal country club) which feels a bit at odds with the outdoor activities we were in the area to do (hiking Pike's Peak, whitewater rafting, horseback riding, etc.) I'd suggest that travelers know that this location has formal dress requirements for certain restaurants, etc. Great outdoor pool areas for adults as well as kids also a game room (pool, foosball etc.) made for great family times. We'll stay again, but remember to bring some nice clothes.",Incredible views & awesome service,Toronto,ML,CO
22997,225 Route 28,Hotels,West Yarmouth,US,41.655436,-70.256179,Bayside Resort Hotel,2673,Yarmouth,2016-07-24T00:00:00Z,2016-10-31T22:54:52Z,,,4.0,"We stayed here for a short summer family vacation. It was in a perfect location, close to Hyannis and Dennis for shopping, eating and fun things to do. The toom was comfortable but it would have been greater with a balcony to escape too and the door to the room needed grease making it hard to sneak out of without waking the entire family.. Breakfast was a nice bonus and I enjoyed relaxing on the outside Adirondack chairs overlooking the water, beautiful!!! The pool and the poolside bar really added to the resort feel. All in all, I would definitely stay there again. We had a great time!!",Nice resort for a family vacation,,cheryl,
7980,200 S Coombs St,Hotels,Napa,US,38.283328999999995,-122.288533,Wine Valley Lodge,94559,CA,2016-05-20T00:00:00Z,2016-11-05T18:58:25Z,,,3.0,only slept there but the 2 queen size beds were comfortable,fair price,,Michael,
12931,7063 Carroll Ave,"Travel and Tourism,Hotels,Hotel,Lodging,Resorts,Bed & Breakfast & Inns,Motels",Takoma Park,US,38.97528,-77.00990999999999,Eden Park Guest House,20912,MD,2013-07-02T00:00:00Z,2015-11-06T08:02:53Z,,,3.0,"I stayed here on a Saturday night as I had a family wedding to attend in Maryland in Sunday. My family had nine rooms rented out which I think is the entire building, so we didn't have any problems with people having a good time across the hall, thankfully. The air conditioning in the room worked pretty well on a... More","Decent breakfast and bed, though not amazing",Seoul,jrh825,
25133,7865 Perry Hwy,"Hotels,Hotels & Motels,Hotel",Erie,US,42.071304,-80.03911,Red Roof Inn Erie,16509-6642,PA,2016-07-12T00:00:00Z,2016-10-27T18:09:11Z,,,4.0,"The desk clerk was exceptionally friendly at 2:30am to check us in and it was fast and easy. The room was very clean and we were happy to get 1st floor because we had a pet. We paid 10 extra for pet deposit, which was worth it to stay in such a nice hotel. We parked very close to our room which made unloading a breeze!",Friendly staff ad and clean room,Louisville,Hope,KY
18786,8710 S Hosmer St,Hotels & Motels,Tacoma,US,47.178315000000005,-122.463291,Rodeway Inn-tacoma,98444,WA,2005-05-20T00:00:00Z,2016-11-17T22:26:01Z,,,,"A well-known, mid-priced national and international hotel chain where kids always stay free. In ShortHoward Johnson's story began in 1925, with an ice cream stand that soon became a chain of orange-roofed restaurants, and eventually motor lodges. Today, the hotels offer quality accommodations at value prices for families and business travelers. Comforts of Home amenities include in-room coffeemakers, complimentary weekday newspapers and more. Most locations offer Home Office rooms, with work desks and chairs, and Crayola Kids Rooms, with Crayola easels and accessories, plus a mini-fridge and microwave.",,,Nancy Hunter,
25469,6260 Texaco Dr,"Hotels,Hotels & Motels",Eau Claire,US,44.84402,-91.59572,Knights Inn Eau Claire,54703,WI,2014-11-20T00:00:00Z,2016-10-29T19:33:19Z,,,4.0,Was fine for price new beds tv fine bathroom ok. Quick easy ceck in and out,Easy to get to just off highway near gas and food,Pagosa Springs,A Traveler,CO
3426,2855 Main St,Hotels,Irvine,US,33.67971,-117.83727900000001,Residence Inn By Marriott Irvine John Wayne Airport,92614,CA,2015-03-23T00:00:00Z,2016-10-30T21:45:19Z,,,4.0,"For Spring Break with my family, I was looking for a location that wasn't too close to Disneyland (wanted quieter location) and had easy access to the beach. Irvine was the perfect location. And the Residence Inn near the John Wayne Airport offered 2 bedroom suites (one bedroom for me and my husband, the other for my teenager). I've stayed... More",Amazingly Quiet Location Near Airport,,BFR1920,
17220,3200 W Broad St,"Hotel,Hotels",Richmond,US,37.566109999999995,-77.47480999999999,Quality Inn and Suites,23230,VA,2015-08-02T00:00:00Z,2016-03-23T03:59:42Z,,,2.0,Had stayed here two years ago and forgotten I had said never again. The staff is wonderful and very nice but that's where it ends. This hotel is dated and filthy it reminds you of a grade b movie but dirtier they were having a function and my floor was vibrating until 11:15 even though they said 11. Not that... More,A disappointment to the choice brand,Loudoun County,Trish S,VA
23688,2785 Ramada Way,"Hotels,Conference Room,Hotel,Meeting Room",Green Bay,US,44.47606,-88.07651,Holiday Inn & Suites Green Bay Stadium,54304,WI,2012-09-23T00:00:00Z,2016-06-04T23:31:35Z,,,,The prime rib sandwich or bites are awesome in the Golden Greats Bar &Grill!!!!,,,Jess Burke,
13702,4424 Cleburne Blvd,"Hotels,Hotels & Motels",Dublin,US,37.07262,-80.69679000000001,Quality Inn,24084,VA,2015-07-19T00:00:00Z,2016-11-05T00:16:37Z,,,1.0,Stopped here on a road trip and unfortunately had no time to research. Hotel and rooms were not so clean.,Not so great,,A Traveler,
22236,1282 W 7th St,Hotels,Upland,US,34.088809999999995,-117.67238,Super 8 - Upland,91786,CA,2015-07-27T00:00:00Z,2016-11-02T02:07:55Z,,,3.0,Customer service was excellent!!,It is a good location for us to visied there!,,James,
20192,Quartier Les Bruyeres Les Menuires,Hotels,Lebanon,US,45.313678,6.540197,H��tel Les Bruy��res,73440,OK,2015-04-04T00:00:00Z,2016-11-10T17:55:18Z,,,4.0,"Nice hotel. Friendly reception. Clean rooms, perhaps a bit small, but in this area you are outside most of the time so this is not so important. Direct access to ski pistes. I recommend this hotel.",Correct hotel.,,A Traveler,
20835,850 Bayview Ave,"Hotels,Casinos",Biloxi,US,30.411692,-88.890249,Ip Casino Resort Spa,39530,MS,2010-11-27T00:00:00Z,2017-03-02T17:51:10Z,,,5.0,play the dollar sizzling 7 machines after dinner..seem to run through a pay cycle around 7:30 that last about 45 mins,Great getaway stay to recharge your batteries!,,Billy Dean,
17559,1725 Long Beach Blvd,Hotels,Long Beach,US,33.78864,-118.18946399999999,Best Western of Long Beach,90813,CA,2015-07-20T00:00:00Z,2016-11-15T11:22:55Z,,,3.0,Pretty nice place. Its not in the best part of town but it has a parking garage and the car was fine. Breakfast again was ok but the room was very clean and comfortable. The only real problem was there was no hot water. I dont know if they were having a problem or not but the water was cold... More,"Is Hot water extra,",Mobile,Patrick O,AL
