CustomerID,Frequency,AmountSpent
14577,25,64.5
14581,1,2.95
14583,66,119.28
14584,17,86.83
14585,5,9.61
14586,4,2.64
14587,65,179.87
14589,2,15.9
14591,34,88.57
14592,33,70.17
14593,23,56.48
14594,6,14.44
14595,18,54.51
14597,14,18.05
14598,10,16.9
14600,4,28.1
14601,2,2.5
14603,1,0.75
14606,485,1301.36
14607,17,46.49
14608,8,32.6
14616,1,4.95
14618,2,18.75
14619,4,15.4
14620,8,23.51
14621,20,61.83
14622,4,10.03
14623,21,60.03
14624,1,3.25
14625,6,27.35
14626,23,71.19
14627,1,4.95
14628,4,22.87
14629,28,73.28
14631,10,17.94
14632,3,4.23
14633,3,5.05
14636,7,17.13
14638,5,17.93
14639,30,148.58
14640,10,46.12
14641,2,2.3
14643,6,6.35
14644,4,23.1
14645,5,10.86
14646,384,851.75
14647,8,23.34
14649,40,114.79
14651,14,34.58
14652,3,12.86
14653,33,162.95
14655,13,40.81
14656,15,48.27
14657,19,44.38
14658,2,17.9
14659,46,143.92
14660,7,14.49
14662,29,78.5
14664,20,41.6
14665,22,74.38
14666,1,2.55
14667,120,384.73
14669,23,46.88
14670,20,29.53
14672,12,34.24
14673,13,29.8
14675,19,43.11
14676,12,20.42
14680,61,128.85
14681,1,3.75
14684,68,95.03
14687,3,5.2
14688,66,143.41
14690,9,21.47
14691,12,33.74
14692,16,42.65
14693,2,2.3
14696,22,55.59
14697,4,18.23
14698,36,119.24
14699,1,1.25
14700,19,42.69
14701,71,186
14702,67,209.46
14703,5,5.82
14704,73,160.9
14708,1,0.42
14709,30,64.51
14710,28,58.33
14711,59,259.05
14712,7,18.08
14713,72,161.36
14715,14,48.64
14716,8,16.22
14719,40,83.49
14720,8,39.3
14722,9,26.45
14723,46,121.46
14725,15,40.28
14727,3,23.65
14729,19,54.94
14730,93,233.11
14731,8,11.26
14732,26,66.47
14733,37,151.9
14735,32,123.78
14737,5,13.45
14738,6,25.9
14739,13,28.83
14740,12,29.1
14741,12,25.52
14744,3,13.9
14745,11,15.84
14747,1,2.95
14748,17,34.28
14753,6,18.43
14754,11,34.24
14755,54,228.08
14756,8,17.03
14757,2,7.2
14758,13,89.3
14759,24,121.14
14761,3,5.05
14764,3,4.8
14765,6,19.77
14766,30,80.25
14768,1,2.95
14769,202,562.83
14770,10,46.75
14772,3,19.95
14775,13,11.99
14776,18,19.71
14778,2,6.3
14779,8,79.7
14780,6,17.08
14784,3,3.13
14788,6,12.76
14790,7,18.84
14792,1,1.95
14793,2,5.77
14794,9,45.73
14795,3,23.85
14796,207,382.43
14798,4,5.88
14799,5,26.69
14800,58,136.45
14801,18,46.38
14803,6,25.4
14804,1,1.25
14805,9,63.23
14808,51,190.28
14810,41,92.75
14813,4,14
14815,10,15.94
14817,16,79.8
14818,13,44.94
14819,2,4.6
14820,6,23.65
14823,13,59.1
14824,4,12.51
14825,19,61.52
14828,4,16.38
14829,6,19.45
14830,10,14.72
14834,15,52.66
14837,24,50.42
14841,31,105.94
14842,24,92.51
14844,21,52.35
14847,5,20.63
14849,73,156.36
14850,5,12.6
14851,8,18.2
14852,22,73.28
14853,2,22.7
14854,24,50.54
14855,3,14.05
14856,12,29.24
14857,6,14.98
14859,10,24.04
14860,5,3.77
14861,1,4.95
14862,11,15.94
14863,3,8.29
14865,2,1.44
14866,18,46.02
14867,7,29.57
14868,34,77.83
14869,15,41.42
14870,5,16.45
14871,24,71.61
14873,4,17
14875,5,13.15
14878,25,75.26
14880,11,52.64
14881,4,3.52
14882,2,10.7
14883,11,13.22
14885,2,1.7
14886,6,22
14887,3,5.37
14888,5,10.15
14889,2,5.05
14891,11,21.07
14893,14,51.11
14894,5,10.9
14895,89,328.05
14896,8,24.9
14897,7,35.08
14898,24,92.77
14901,20,65.46
14902,5,12.72
14903,64,188.87
14904,17,14.93
14905,6,8.75
14907,34,89.58
14908,1,9.95
14910,9,15.22
14911,1090,4317.09
14912,3,2.52
14913,18,24.31
14915,2,14.4
14916,10,14.81
14918,6,21.45
14920,15,75.12
14921,15,23.99
14923,6,11.5
14924,2,7.7
14929,2,1.8
14930,23,108.41
14931,6,16.6
14932,5,33.29
14934,21,85.96
14936,73,245.19
14937,9,39.09
14944,28,80.63
14946,1,4.15
14947,5,7.28
14948,16,36.24
14951,4,3.18
14952,30,115.76
14953,11,19.49
14954,16,41.24
14957,1,1.95
14958,6,25.45
14959,6,8.8
14960,7,14.74
14961,54,182.75
14963,36,97.07
14964,2,1.7
14965,11,16.75
14966,6,9.03
14967,2,9.2
14968,5,9.64
14970,5,32.95
14971,29,105.34
14972,2,5.2
14973,6,156.9
14974,2,3.75
14976,15,52.53
14978,37,149.89
14981,2,3.3
14984,6,27.15
14985,18,30.47
14988,5,14.09
14995,11,35.7
14997,5,4.27
14998,8,7.47
15000,13,49.53
15002,24,52.41
15004,32,124.67
15005,206,500.12
15006,28,48.59
15007,1,4.95
15009,31,77.8
15010,4,11.9
15012,23,70.08
15014,5,6.26
15016,4,19.14
15017,3,10.58
15018,9,40.67
15019,14,30.66
15021,101,272.93
15022,24,53.74
15023,118,441.16
15024,29,85.36
15025,14,33.8
15026,11,30.45
15027,5,11.3
15028,11,14.19
15030,4,3.82
15031,18,56.59
15032,11,20.75
15033,108,219.26
15034,71,169.34
15035,5,11.09
15036,27,61.34
15038,28,109.89
15039,264,898.24
15041,9,14.08
15042,1,8.5
15044,85,468.42
15045,1,7.65
15046,41,107.69
15047,6,9.74
15048,20,38.87
15049,1,0.85
15050,15,58.93
15051,28,72.07
15052,7,14.95
15053,16,21.12
15054,24,41.55
15057,2,6.6
15058,51,136.76
15059,47,146.42
15060,24,54.59
15061,90,249.77
15062,12,25.6
15065,31,180.61
15066,10,43.31
15067,17,49.41
15068,18,51.82
15069,8,18.45
15071,4,9.1
15073,11,33.75
15074,9,23.39
15075,6,12.48
15076,10,22.61
15078,73,183.2
15079,3,7.05
15081,9,39.18
15083,1,12.75
15087,1,2.08
15088,15,52.98
15089,28,75.9
15090,4,12.8
15091,3,5.98
15092,6,31.69
15093,25,65.82
15095,10,17.84
15096,4,10.98
15097,8,30.38
15098,1,649.5
15099,5,11.48
15100,4,43.8
15101,2,4.24
15103,6,42.85
15104,13,100.54
15105,19,50.71
15106,22,52.25
15107,2,3.8
15108,16,59.35
15109,6,40.45
15110,7,104.45
15111,13,37.63
15113,18,39.76
15114,36,46.17
15115,5,4.49
15116,7,17.7
15117,14,20.21
15119,1,1.25
15120,1,9.95
15121,4,33.85
15122,14,55.79
15123,21,70.56
15124,4,11.68
15125,25,58.6
15127,1,1.65
15128,20,41.49
15129,16,65.19
15130,3,8.45
15132,10,18.75
15133,2,2.9
15134,6,15.8
15135,1,1.95
15136,18,31.53
15139,3,7.25
15140,11,46.22
15142,4,7.47
15143,5,21.15
15144,49,139.4
15145,17,59.16
15146,22,27.08
15147,4,8.7
15148,4,10.7
15149,6,33.6
15150,71,237.03
15152,50,166.8
15153,7,39.8
15154,21,61.87
15156,15,28.16
15157,23,24.52
15158,2,5
15159,140,361.9
15160,1,0.29
15163,5,13.34
15164,21,64.54
15165,9,47.15
15167,7,22.2
15168,1,1.45
15172,20,35.01
15174,1,1.65
15175,6,5.01
15178,2,3.2
15179,19,55.05
15180,1,3.95
15181,5,13.32
15182,1,1.69
15184,13,56.49
15185,2,0.58
15186,3,10.55
15187,17,69.61
15189,41,263.76
15192,7,16.57
15193,5,25.96
15194,60,151.67
15195,1,2.75
15197,7,17.4
15198,3,3.29
15199,3,13.45
15201,20,33.42
15203,23,24.81
15204,4,15.52
15205,4,15.5
15206,4,11
15208,7,49.17
15210,4,55.47
15211,7,34.34
15212,1,9.95
15213,3,4.85
15214,24,57.86
15215,11,51.45
15218,29,87.1
15219,1,6.65
15220,15,39.95
15221,1,2.95
15222,2,2.9
15223,7,14.88
15224,4,17.05
15225,5,17.9
15226,2,15.3
15227,10,44.3
15228,28,97.31
15230,2,2.07
15232,4,3.14
15234,3,3.88
15235,24,69.66
15236,1,4.95
15237,14,32.21
15238,14,161.89
15239,9,16.65
15240,13,34.4
15241,24,33.54
15243,3,3.65
15244,10,21.41
15245,14,24.16
15246,6,18.05
15247,1,2.75
15249,74,192.84
15251,17,63.88
15252,6,12.91
15253,13,24.72
15254,6,16.54
15255,7,29.72
15256,1,2.1
15257,1,165
15258,10,57.53
15260,14,45.35
15261,3,3.09
15262,1,2.95
15263,3,14.8
15264,5,9.55
15265,11,42.3
15266,1,7.95
15267,1,1.25
15269,1,4.95
15270,5,25.4
15271,48,111.67
15272,13,55.42
15274,6,10.39
15275,2,9.9
15276,10,18.07
15277,2,3.1
15279,4,7.74
15280,4,3.37
15281,26,86.11
15287,1,0.42
15288,10,27.74
15289,11,19.16
15290,40,138.98
15291,18,84.49
15292,5,30.72
15296,47,185.78
15297,9,34.91
15298,29,44.21
15299,3,16.81
15300,7,20.3
15301,46,118.71
15303,6,28.6
15304,8,45.7
15306,11,35.85
15307,1,7.95
15308,3,11.95
15311,457,1155.02
15312,8,20.24
15314,5,9.47
15315,3,4.22
15318,6,2.7
15319,4,10.45
15320,6,16.5
15321,14,53.5
15322,8,15.58
15325,5,9.38
15326,5,5.59
15327,1,0.85
15329,16,66.64
15330,3,2.26
15332,11,29.79
15333,1,3.39
15334,17,26.02
15335,7,19.5
15339,15,31.53
15341,4,10.91
15342,3,2.9
15343,4,22.9
15344,6,49.24
15345,4,46.7
15346,3,9
15347,1,2.1
15348,1,1.25
15349,13,27.19
15350,1,4.95
15351,48,154.77
15353,13,48.52
15355,2,11.9
15356,95,189.14
15358,107,241.11
15360,4,6.12
15361,1,1.25
15363,2,5.9
15364,6,17.11
15365,27,101.37
15366,10,22.77
15367,19,56.36
15368,2,10.35
15370,21,90.37
15372,4,1.56
15373,29,162.68
15376,24,57.91
15379,37,73.03
15380,9,56.64
15382,64,115.39
15384,9,22.06
15385,2,4.54
15386,6,10.37
15388,2,6.6
15389,1,1.25
15392,18,37.08
15393,2,2.5
15394,10,29.58
15395,4,25.15
15396,4,18.15
15397,1,4.25
15398,4,9.4
15399,10,14.5
15400,3,5.3
15402,7,26.89
15405,2,1.07
15406,9,43.03
15407,27,67.51
15408,7,32.6
15410,23,90.19
15411,19,71.03
15412,2,17
15414,9,18.7
15415,8,9.44
15416,33,124.79
15417,4,7.89
15419,2,2.97
15421,9,24.06
15422,1,3.75
15424,8,8.61
15426,55,116.67
15427,55,99.85
15428,1,0.85
15429,26,61.83
15432,1,2.1
15433,7,8.85
15434,11,47.22
15435,4,18.55
15436,61,126.66
15437,10,31.57
15438,9,40
15440,10,24.2
15443,87,244.72
15444,38,113.56
15447,4,18.04
15448,5,18.55
15449,9,15.77
15450,2,8.7
15452,8,26.95
15453,48,110.21
15454,6,22.6
15456,10,14.8
15457,17,26.94
15458,3,3.73
15460,10,23
15462,2,5
15463,2,5.2
15464,25,86.24
15465,20,123.73
15466,7,16.11
15467,11,19.59
15468,4,20.34
15469,3,11.78
15471,12,16.26
15472,10,27.4
15473,2,6.3
15475,3,3.35
15478,15,58.29
15480,11,38.12
15482,18,69.79
15483,20,41.37
15484,39,81.9
15485,19,79.24
15489,10,22.91
15491,33,134.46
15492,4,24.93
15493,57,261.79
15494,26,39.73
15497,5,9.55
15498,95,358.57
15500,14,51.87
15502,55,213.16
15503,9,16.54
15504,2,5
15505,19,31.27
15506,39,60.01
15507,14,61.27
15508,18,51.2
15510,1,125
15511,32,138.76
15512,1,3.75
15513,63,221.57
15514,33,97.92
15516,1,2.95
15517,4,5.91
15518,44,113.32
15520,4,9.1
15521,32,91.74
15522,3,2.49
15523,2,7.03
15525,33,111.23
15527,25,145.45
15528,4,19.1
15529,135,221.75
15530,16,46.37
15531,39,103.34
15532,52,188.81
15533,16,93.45
15535,12,48.58
15537,3,6.15
15539,7,10.48
15540,3,4.55
15541,4,7.21
15543,5,20.55
15544,46,56.43
15545,18,44.75
15547,134,325.58
15549,20,63.31
15550,7,33.95
15551,8,37.08
15552,1,2.95
15553,12,38.26
15554,3,15.95
15555,165,280.32
15556,8,13.2
15557,2,6.2
15561,7,34.63
15563,17,34.16
15565,1,2.1
15567,1,2.89
15568,10,31
15569,7,18.79
15570,63,248.24
15571,13,33.72
15572,32,78.9
15573,34,78.17
15574,29,77.38
15576,7,18.04
15577,7,17.95
15578,4,4.7
15579,9,35.05
15581,30,341.78
15582,5,11.52
15584,13,33.93
15585,5,12.79
15589,8,17.3
15592,2,1.66
15593,1,0.85
15594,15,43.04
15596,16,67.24
15597,2,1.94
15598,4,6.3
15599,14,22.8
15601,70,226.87
15602,13,40.38
15604,3,4.55
15605,10,39.02
15606,16,48.26
15607,6,11.17
15608,12,27.69
15609,5,25.65
15610,2,3.77
15611,7,36.17
15615,80,197.38
15618,9,22.97
15619,1,4.15
15620,17,44.71
15621,5,12.53
15622,41,150.57
15623,4,12.1
15624,8,24.89
15625,9,12.95
15626,6,20.62
15628,34,81.31
15630,14,38.77
15632,40,132.26
15634,2,7.5
15636,5,10.03
15639,6,18.71
15640,96,295.19
15641,27,48.43
15643,10,54.5
15644,46,79.9
15645,15,38.53
15646,12,30.05
15648,4,18
15651,7,16
15652,4,19.4
15653,2,1.7
15654,3,20.1
15655,3,11.3
15656,11,42.28
15658,13,81.75
15660,16,38.72
15661,2,2
15663,1,1.25
15664,6,31.73
15665,25,73.55
15667,1,0.39
15669,5,9.79
15670,2,14.7
15671,21,65.92
15673,26,72.76
15674,22,45.64
15675,3,2.07
15676,36,82.23
15677,12,34.18
15678,2,2.93
15679,20,20.02
15680,12,44.99
15681,13,25.13
15683,4,10.43
15687,35,153.03
15689,1,6.75
15690,2,1.24
15691,1,2.55
15692,3,7.89
15694,16,78.23
15695,1,1.45
15696,36,213.98
15699,1,7.95
15700,13,36.3
15701,41,139.54
15704,17,53.28
15705,2,15.9
15706,5,47.7
15707,35,80.56
15708,46,147.82
15709,1,0.85
15712,9,24.9
15713,3,29.15
15714,7,17.18
15716,13,18.7
15717,1,2.55
15719,173,362.42
15720,31,74.85
15721,19,28.97
15722,14,42.64
15723,9,26.55
15724,1,4.95
15725,6,18.28
15727,54,132.41
15729,1,3.75
15730,11,33.26
15732,3,9.15
15733,1,1.25
15734,3,26.7
15737,18,74.43
15738,29,67.87
15739,1,0.55
15740,1,0.39
15743,11,43.94
15745,7,16.72
15746,3,5.05
15747,14,54.74
15748,3,8.56
15749,3,10.7
15750,54,104.3
15752,75,124.02
15754,4,10.4
15755,33,80.07
15756,38,88.61
15757,4,17.27
15758,4,17.2
15759,2,10.37
15762,9,22.69
15763,10,78.88
15764,29,95.36
15766,3,15.65
15768,6,54.12
15769,22,46.28
15773,2,1.64
15774,8,43.65
15775,2,2.5
15776,3,9.52
15777,3,13.75
15780,4,26.6
15781,6,22.2
15782,12,84.98
15783,3,7.23
15785,24,90.56
15786,50,124.28
15787,42,116.18
15789,7,5.99
15790,7,10.01
15791,16,47.69
15793,2,18.44
15795,11,29.74
15796,31,152.75
15797,5,24.5
15799,22,39.13
15800,15,20.81
15801,13,20.51
15802,1,451.42
15803,1,1.69
15804,52,141.34
15805,57,171.2
15806,6,12.41
15807,6,19.6
15808,31,116
15809,7,38.15
15810,18,24.9
15811,22,62.69
15812,12,49.01
15813,5,11.63
15814,23,93.81
15815,6,14
15819,17,29.95
15820,2,8.4
15821,15,56.44
15822,6,20.7
15823,2,5.85
15825,4,138.23
15826,19,85.89
15827,27,143.95
15829,8,6.82
15830,2,2.34
15831,7,65.69
15832,12,31.24
15834,53,317.42
15835,8,24.08
15837,2,5.38
15838,38,74.53
15839,10,18.17
15840,3,5.66
15841,9,16.96
15843,3,30.45
15844,1,0.85
15845,33,94.29
15847,4,9.06
15850,17,22.69
15852,2,2.5
15853,6,12.93
15854,21,60.44
15855,14,19.68
15856,126,194.81
15857,1,2.55
15858,33,89.5
15860,26,74.65
15861,79,279.64
15862,32,85.69
15863,2,4.14
15864,3,6.25
15865,8,49.17
15866,14,67.22
15867,94,337.08
15869,3,9.65
15870,18,33.14
15872,35,83.39
15874,27,187.44
15877,28,62.5
15880,24,56.11
15881,5,7.45
15882,5,8.59
15883,4,7.42
15885,1,9.95
15886,1,9.95
15888,3,7.49
15889,17,46.42
15891,10,19.21
15894,6,13.79
15895,4,7.5
15897,4,4.52
15898,10,36.03
15899,1,1.65
15900,9,22.78
15901,25,39.47
15903,11,23.6
15904,7,15.58
15906,24,88.93
15907,43,133.09
15909,1,2.55
15910,55,93.51
15912,4,10.29
15916,18,42.69
15917,1,14.95
15918,6,16.24
15919,18,32.87
15920,9,19.28
15921,3,5.65
15922,2,16.5
15923,3,14.35
15930,5,15.28
15932,16,24.14
15933,12,23.52
15935,3,2.09
15938,5,10.89
15939,12,37.22
15942,2,10.6
15944,3,8.85
15947,3,10.03
15948,6,15.2
15949,2,2.04
15950,22,93.88
15951,11,33.49
15952,17,52.32
15953,19,59.89
15955,32,112.82
15957,7,14.68
15958,2,9.1
15963,8,14.14
15965,22,39.21
15967,18,52.33
15969,6,37.05
15970,4,9.1
15971,8,19.38
15974,34,95.22
15975,6,15.48
15976,14,31.32
15977,14,28.93
15978,7,11.62
15980,7,14.76
15981,20,44.33
15983,25,38.69
15984,57,133.56
15985,6,8.25
15986,2,3.38
15987,15,38.76
15988,3,5.54
15990,5,22.75
15993,103,234.23
15994,5,14.65
15996,26,92.37
15998,96,254.96
16000,2,14.73
16003,26,203.34
16005,33,75.03
16006,1,0.29
16007,70,120.89
16008,2,3.75
16009,19,54.08
16010,22,52.39
16011,43,96.79
16012,14,19.1
16013,29,86.67
16014,16,43.5
16015,33,55.13
16016,45,119.69
16017,4,6.25
16018,7,22.45
16019,27,92.35
16020,5,16.21
16022,11,50.75
16023,24,76
16024,15,14.84
16025,3,3.88
16026,10,12.1
16027,4,33.91
16029,50,8347.16
16030,5,6.95
16031,21,38.75
16033,208,718.51
16034,7,17.75
16036,10,25.87
16037,7,23.85
16038,3,17.49
16040,6,22.33
16042,11,31.52
16043,9,37.32
16045,19,55.16
16048,1,2.1
16049,57,93.02
16050,1,0.08
16052,4,7.45
16053,16,57.69
16054,8,39.8
16055,2,20.9
16056,10,54.97
16057,24,98.38
16059,29,78.45
16062,2,10.37
16063,6,12.27
16065,17,36.37
16066,14,55.92
16070,4,15.94
16071,1,1.65
16072,3,36.2
16076,25,57.02
16079,4,11.51
16080,1,2.08
16081,44,124.72
16083,1,1.65
16084,9,17.05
16085,37,88.82
16086,9,21.99
16091,5,7.71
16092,9,23.55
16094,14,42.1
16096,3,12.32
16097,2,11.2
16098,13,69.21
16099,8,13.64
16101,12,48.97
16102,9,18.67
16103,10,48.95
16104,4,24
16105,3,3.75
16106,1,1.65
16107,9,22.49
16108,21,41.01
16109,3,3.77
16110,62,117.84
16112,3,2.51
16113,6,30
16114,1,2.1
16115,53,112.31
16116,5,14.75
16117,9,25.79
16119,4,9.54
16120,5,11.46
16121,47,85.32
16122,7,13.62
16123,2,2.07
16124,2,33.9
16125,1,1.45
16126,15,57.08
16127,6,20.5
16128,15,33.35
16131,17,58.02
16133,69,314.7
16134,1,1.25
16135,4,13.55
16136,10,33.69
16139,5,12.54
16140,8,13.17
16141,10,61.32
16142,6,17.57
16143,22,182.7
16145,49,100.15
16146,9,18.46
16147,4,19.87
16148,1,1.06
16149,1,1.25
16150,31,130.1
16152,6,41.55
16153,19,64.16
16156,25,63.74
16157,6,25.49
16159,8,13.3
16160,3,2.89
16161,101,306.29
16162,1,12.75
16163,2,13.95
16164,7,14.63
16168,16,64.77
16169,17,41.65
16170,21,41.37
16172,10,20.35
16173,15,61.15
16174,4,27.35
16175,10,28.58
16177,1,9.95
16178,1,2.1
16179,3,16.08
16180,39,117.84
16181,1,1.65
16182,5,8.13
16183,4,14.64
16184,13,49.99
16185,4,18.05
16186,47,81.56
16187,49,136.88
16188,12,16.56
16189,3,4.35
16191,29,70.23
16193,2,3.4
16198,4,14.54
16200,37,98.09
16201,15,48.98
16202,7,18.25
16203,4,10
16204,11,23.79
16205,18,35.04
16206,7,10.25
16208,13,51.02
16209,6,24.35
16210,15,53.59
16211,4,9.25
16212,6,36.74
16213,1,1.65
16214,8,28.25
16215,2,10.5
16216,10,29.79
16217,7,29.56
16218,16,23.59
16221,16,39.54
16222,24,67.96
16224,15,30.66
16225,20,43.1
16226,1,1.25
16227,1,6.95
16229,7,24.47
16230,9,11.15
16232,12,30.37
16233,3,5.81
16235,9,34.15
16236,3,9.12
16239,7,24.75
16240,24,62.55
16241,113,253.13
16242,50,119.36
16243,9,108.65
16244,15,27.69
16245,15,42.13
16247,4,5.21
16248,1,2.08
16249,16,51.86
16250,7,25.65
16252,6,10.54
16253,21,37.15
16255,55,142.23
16257,2,46.95
16258,24,49.13
16260,5,24.7
16261,22,51.34
16265,52,197.77
16266,13,47.59
16268,13,85.01
16270,13,57.14
16271,20,21.56
16272,6,9.42
16274,13,64.75
16275,6,29.22
16278,6,38.08
16279,19,46.76
16282,3,5.75
16283,23,68.12
16284,26,58.51
16287,3,5.95
16292,2,2
16293,13,52.83
16295,16,51.18
16297,7,26.95
16298,5,11.74
16302,3,5.53
16303,26,68.82
16305,3,2.79
16306,8,11.32
16308,1,0.32
16309,9,29.32
16311,11,22.43
16313,3,9.05
16315,2,4.74
16316,29,243.6
16317,13,46.35
16318,4,9.9
16320,10,18.41
16321,5,20.75
16322,12,23.26
16323,1,4.15
16324,32,64.72
16326,56,293.44
16327,64,126.15
16330,6,10.03
16332,24,70.85
16333,12,12.45
16337,2,2.5
16339,6,43.7
16340,30,53.69
16341,11,24.19
16342,3,13.11
16343,7,15.9
16344,1,5.45
16345,11,71.16
16347,14,54.27
16348,39,98.74
16349,2,2.52
16350,15,54.95
16351,3,4.75
16352,5,6.62
16353,19,69.97
16354,6,9.88
16356,2,3.53
16357,8,38.94
16358,25,50.14
16359,10,31.97
16360,130,251.97
16361,21,80.37
16362,18,51.32
16364,6,26.95
16365,11,63.37
16366,3,23.12
16367,24,68.47
16368,9,18.93
16369,13,29.09
16370,35,76.88
16372,12,23.94
16374,20,42.64
16376,28,61.16
16377,2,1.27
16378,3,3.15
16379,22,44.79
16380,4,6.14
16383,16,26.89
16384,6,12.9
16385,11,23.23
16386,18,30.68
16389,7,17.2
16392,11,28.34
16393,69,137.15
16394,13,11.33
16395,43,77.87
16398,20,176.91
16399,11,38.72
16400,4,21.25
16401,36,49.78
16402,10,33.65
16403,3,4.15
16404,7,38.3
16405,3,5.45
16406,14,34
16407,38,114.5
16409,44,111.89
16411,7,10.88
16412,6,9.4
16413,9,26.83
16415,5,10.03
16416,16,44.61
16418,17,87.83
16419,14,44.4
16422,68,188.29
16423,3,3.76
16424,3,24.7
16425,1,7.95
16426,82,158.91
16427,2,2.9
16430,3,10
16431,16,30.72
16432,1,2.55
16434,15,61.1
16438,22,56.86
16440,49,123.07
16441,7,18
16442,32,73.57
16444,14,18.73
16445,11,34.58
16446,2,2.9
16447,10,30.47
16448,4,20.1
16449,8,28.39
16450,1,1.25
16451,1,0.42
16454,2,16.05
16455,18,41.41
16456,26,49.62
16457,2,7.2
16458,37,72.1
16460,31,53.48
16461,3,6.65
16462,1,8.5
16463,18,29.92
16464,41,81.83
16466,25,55.49
16469,34,89.96
16470,29,54.37
16471,2,2.1
16473,3,3.75
16474,71,140.3
16475,5,7.35
16477,28,57.46
16478,3,14.15
16479,5,18.3
16480,11,38.34
16482,3,1
16483,3,4.85
16484,5,21.1
16485,8,25.94
16488,4,1.79
16491,5,28.65
16493,7,19.59
16494,8,12.4
16495,11,31.8
16496,15,35.23
16497,34,116.91
16498,1,3.75
16499,2,25.5
16500,2,3.78
16503,17,59.15
16504,22,28.85
16505,2,1.87
16509,1,12.75
16510,1,1.65
16511,34,84.79
16513,6,15.41
16515,23,54.2
16516,1,1.45
16517,3,6.3
16518,5,9.34
16519,3,20.8
16520,33,106.75
16523,61,222.11
16525,44,167.19
16526,2,13.75
16527,2,3.8
16528,3,14.15
16529,6,20.45
16531,15,51.12
16533,35,76.29
16535,5,6.08
16536,15,77.82
16539,9,36.98
16542,1,2.95
16546,5,6.45
16549,178,377.41
16550,47,136.96
16551,5,8.09
16552,6,10.28
16553,18,40.42
16554,14,45.42
16555,2,2.97
16556,44,142.03
16557,2,17.45
16558,89,246.24
16560,8,60.12
16561,4,9.4
16563,2,2.7
16565,1,5.95
16566,3,4.66
16567,4,3.47
16569,1,0.42
16570,24,80.17
16571,16,24.17
16572,12,33.61
16573,10,35.71
16574,9,9.36
16581,3,5.45
16582,1,0.42
16583,2,5.9
16584,9,35.1
16586,3,13.95
16587,3,23.55
16589,6,7.6
16591,2,7.5
16592,35,68.85
16593,3,10.85
16594,9,22.24
16595,13,25.64
16596,3,14.75
16597,2,3.14
16598,3,4.55
16600,7,7.1
16601,7,23.2
16602,6,10.24
16603,7,15.74
16607,31,335.94
16609,51,175.16
16611,3,9.15
16612,19,46.59
16613,4,10.45
16614,4,19.1
16616,6,13.27
16617,2,3.2
16618,17,43.59
16619,2,6.6
16620,3,9.28
16621,4,15.21
16623,1,2.95
16624,6,20.37
16625,4,10.3
16626,31,103.98
16627,5,20.59
16628,19,54.13
16629,8,13.3
16633,34,162.89
16634,2,6.2
16637,17,23.66
16638,24,79.32
16639,6,19.58
16641,1,0.42
16642,11,44.62
16643,5,10.59
16644,12,8.85
16647,4,10.61
16648,6,7.9
16650,4,11.45
16652,22,92.68
16653,19,55.88
16654,2,11.05
16655,54,109.2
16656,12,35.33
16657,35,57.8
16658,2,6.2
16659,1,0.85
16660,4,9.08
16665,1,9.95
16666,3,3.62
16667,8,15.84
16668,2,2.95
16669,28,69.21
16670,47,135.96
16672,16,57.2
16674,18,40.35
16676,17,65.74
16678,37,75.33
16680,2,3.2
16681,6,9.49
16682,6,5.29
16684,53,151.1
16685,11,24.29
16686,114,261.93
16688,12,43.62
16689,5,20.72
16690,1,0.42
16692,1,7.45
16693,11,32.88
16696,3,16.05
16697,2,5.2
16700,59,123.6
16701,33,69.74
16705,57,242.79
16706,23,68.29
16708,6,15.6
16709,12,78.09
16710,68,170.73
16711,5,7.77
16712,71,207.34
16713,121,382.05
16714,15,38.29
16715,8,3.3
16716,1,7.65
16717,56,223.89
16718,10,21.82
16719,36,133.65
16720,4,17.03
16721,7,17.3
16722,45,59.64
16723,9,188.51
16725,31,112.88
16726,29,62.07
16727,7,9.75
16728,46,100.44
16729,114,253.55
16730,20,23.56
16732,10,40.95
16734,7,42.55
16735,27,48.79
16739,6,20.8
16743,26,37.85
16744,47,139.86
16745,80,130.83
16746,84,182.92
16747,5,14.65
16748,12,21.09
16750,19,89.93
16751,4,7.9
16752,2,19.9
16753,8,11.29
16755,42,124.74
16756,3,13.69
16757,1,2.55
16758,5,32.43
16759,8,13.51
16761,1,3.75
16762,16,94.24
16763,3,5.95
16764,158,404.78
16765,1,8.5
16766,5,8.65
16767,42,78.33
16768,9,33.95
16769,10,33.83
16770,27,58.69
16771,48,130.13
16773,4,13.7
16774,10,18.67
16775,29,140.23
16776,14,21.2
16777,9,26.51
16778,1,0.55
16779,74,183.52
16780,12,27.97
16781,3,24.55
16782,40,143.48
16784,1,3.75
16788,31,56.13
16790,16,37.94
16791,51,163.66
16792,2,10.8
16794,54,94.22
16795,12,29.5
16796,7,15.15
16800,28,102.62
16801,20,145.3
16803,1,4.95
16804,15,56.87
16805,20,28.1
16806,13,58.56
16807,9,17.32
16808,6,23.47
16809,28,42.37
16810,5,12.9
16811,4,8.84
16812,3,19.35
16813,73,117.68
16814,74,257.31
16816,6,13.54
16817,16,43.67
16818,37,82.49
16820,6,8.94
16823,7,12.89
16824,7,21.71
16825,5,11.3
16826,3,3.95
16828,3,18.75
16829,4,13.74
16830,4,9.95
16832,3,23.1
